index,address_original,address,price,type,pType,pWidth,pLength,pArea,pLandArea,pNumberOfFloors,pNumberOfBathrooms,pNumberOfBedrooms,pCertificateType,pFurnitureStatus,description,_createdAt
1941,"179/22/22 Mai Văn Ngọc, 10, Phú Nhuận, Hồ Chí Minh","179/22/22 Mai Văn Ngọc, Phường 10, Phú Nhuận, Thành phố Hồ Chí Minh",8000000000,sale,alley_house,3.8,14,80.79,58.89,2,2,2,certificate,partially_furnished,"Nhà phố hẻm đang bán, diện tích 58.89m², dài 14m, rộng 3.8m. Nhà có 2 phòng ngủ, 2 phòng tắm, 2 tầng. Vị trí tại 179/22/22 Mai Văn Ngọc, phường 10, quận Phú Nhuận, TP.HCM. Nhà được trang bị nội thất cơ bản, thuận tiện cho việc ở. Không gian thoáng đãng, phù hợp cho gia đình nhỏ.",2025-06-27T04:45:32.386Z
1942,"111/8 đường số 1, khu phố 16, Bình Hưng Hoà A, Bình Tân, Hồ Chí Minh","111/8 đường số 1, khu phố 16, Bình Hưng Hoà A, Bình Tân, Hồ Chí Minh",7200000000,sale,alley_house,4,17,68,68,3,5,4,certificate,partially_furnished,"Chủ nhà chính chủ bán nhà hẻm ngõ tại 111/8 đường số 1, khu phố 16 , P. Bình Hưng Hòa A, Quận Bình Tân, TP. Hồ Chí Minh Diện tích: 68 m² Bề rộng đường/hẻm trước nhà: xe hơi ra vào thoải mái Thông tin thêm: nhà gồm 3 tầng Giá bán: 8 tỷ VNĐ (có thể thương lượng) Không tiếp môi giới quảng cáo",2025-06-27T04:24:31.794Z
1943,"Chung cư 234 đường Phan Văn Trị, 11, Bình Thạnh, Hồ Chí Minh","Chung cư 234 đường Phan Văn Trị, Phường 11, Bình Thạnh, Thành phố Hồ Chí Minh",3000000000,sale,apartment,0,0,0,0,1,2,3,certificate,partially_furnished,"Chủ chính chủ bán căn hộ tại đường Phan Văn Trị, P.11, Quận Bình Thạnh, TP. Hồ Chí Minh Diện tích: 40 m² Thông tin thêm: 2 phòng ngủ Giá bán: 3 tỷ VNĐ",2025-06-27T03:55:33.447Z
1944,"36/6A7 Huỳnh Thị Hai, Tân Chánh Hiệp, 12, Hồ Chí Minh","36/6A7 Huỳnh Thị Hai, Tân Chánh Hiệp, Quận 12, Thành phố Hồ Chí Minh",3800000000,sale,alley_house,4,13.6,78.2,57.8,2,2,2,certificate,partially_furnished,"Bán nhà hẻm tại địa chỉ 36/6A7 Huỳnh Thị Hai, Tân Chánh Hiệp, quận 12, Hồ Chí Minh. Diện tích 57.8m2, chiều dài 13.6m và chiều rộng 4m. Ngôi nhà 1 tầng + lửng, bao gồm 1 phòng ngủ và 1 phòng tắm, thích hợp cho gia đình nhỏ hoặc đầu tư. Vị trí thuận lợi, gần các tiện ích, phù hợp với nhu cầu sống hiện đại.",2025-06-27T03:53:14.649Z
1945,"2/10 Nguyễn Sĩ Cố, 15, 8, Hồ Chí Minh","2/10 Nguyễn Sĩ Cố, Phường 15, Quận 8, Thành phố Hồ Chí Minh",3500000000,sale,alley_house,3,12.6,65.6,39,2,2,2,certificate,partially_furnished,"Chính chủ bán nhà 2/10 Nguyễn Sĩ Cố, Phường 15, Quận 8 – Giá 3,5 tỷ TL Diện tích: 3x12.6 Kết cấu: 2 lầu Giá 3.5 Tỷ TL",2025-06-27T03:32:32.591Z
1946,"383/3/67 Quang Trung, 10, Gò Vấp, Hồ Chí Minh","383/3/67 Quang Trung, Phường 10, Gò Vấp, Thành phố Hồ Chí Minh",5300000000,sale,alley_house,4.05,10.03,89.1,32.5,3,3,2,certificate,partially_furnished,"Địa chỉ: Đường Quang Trung, P.10, Quận Gò Vấp, TP. Hồ Chí Minh Diện tích: 32.5 m² Kích thước: 3.7m x 10m Thông tin thêm: Nhà gồm 1 trệt và 2 lầu Giá bán: 5,3 tỷ VNĐ (có thể thương lượng)",2025-06-27T03:29:25.897Z
1947,"50D Hoa Cau, 7, Phú Nhuận, Hồ Chí Minh","50D Hoa Cau, Phường 7, Phú Nhuận, Thành phố Hồ Chí Minh",34000000000,sale,townhouse,6,10,271.7,60,5,4,3,certificate,partially_furnished,"Chính chủ bán nhà mặt tiền 50D Hoa Cau, Phường 7, Quận Phú Nhuận cần bán – Giá 36 tỷ Diện tích: 60m2 Kết cấu: 4 tầng + sân thượng Giá: 34 Tỷ TL",2025-06-27T03:27:36.478Z
1948,"31/28 Đường Nguyễn Quý Yêm, An Lạc, Bình Tân, Hồ Chí Minh","31/28 Đường Nguyễn Quý Yêm, An Lạc, Bình Tân, Thành phố Hồ Chí Minh",11850000000,sale,alley_house,4,20,80,80,7,17,18,certificate,furnished,"Bán nhà hẻm rộng 12m (hoàn công đầy đủ) Địa chỉ: 31/28 Nguyễn Quý Yêm, Phường An Lạc, Quận Bình Tân, TP.HCM Diện tích: 4 x 20m, xây dựng toàn bộ đất Cấu trúc: 1 hầm, 1 trệt, 1 lửng + 4 lầu (Diện tích sử dụng hơn 500m² sàn) Trang bị: thang máy 7 điểm dừng, 20 máy lạnh Cho thuê: 4 lầu trên 15 phòng dịch vụ cho thuê đầy đủ Hệ thống PCCC tự động tiêu chuẩn an toàn Tiện ích: Nhà vừa ở vừa có dòng tiền thu nhập hơn 45 triệu/tháng Thiết kế: Thang máy từ tầng hầm lên tầng 4, phù hợp sinh hoạt và kinh doanh Khu vực: An ninh, không chung chủ, yên tĩnh Tầng trệt: Văn phòng làm việc, phòng bếp, phòng vệ sinh Lửng: 1 phòng khách + 3 phòng ngủ, hiện chủ nhà đang sinh sống Vị trí: Không ngập nước, không kẹt xe, cách chợ Kiến Đức 50m, cách Võ Văn Kiệt 200m, thuận tiện di chuyển các quận trung tâm Tiện ích gần kề: Trường học cấp 1, 2, 3 trong bán kính 1km, gần bến xe Miền Tây, siêu thị Giá bán: 11 tỷ 850 triệu đồng, thương lượng cho khách thiện chí",2025-06-27T02:39:15.160Z
1949,"9/4 Quốc Lộ 1A, Khu Phố 1, Thới An, 12, Hồ Chí Minh","9/4 Quốc Lộ 1A, Khu Phố 1, Thới An, 12, Hồ Chí Minh",2580000000,sale,alley_house,4.2,13.79,0,57.9,2,2,3,certificate,partially_furnished,"Chủ nhà chính chủ cần bán nhà trong hẻm tại 9/4 đường Quốc Lộ 1A, P. Thới An, Quận 12, TP. Hồ Chí Minh Diện tích: 57.9 m² Cấu trúc: 1 trệt, 1 lầu, 3 phòng ngủ, 2 toilet Giá bán: 2.580.000.000 VNĐ (Hai tỷ năm trăm tám mươi triệu đồng), thương lượng Không tiếp quảng cáo",2025-06-26T10:15:45.876Z
1950,"62/7/45 Nguyễn Đình Chính, 15, Phú Nhuận, Hồ Chí Minh","62/7/45 Nguyễn Đình Chính, Phường 15, Phú Nhuận, Thành phố Hồ Chí Minh",5550000000,sale,alley_house,2.9,13.58,55.6,37.5,2,4,3,certificate,partially_furnished,"Địa chỉ: 62/7/45 Đường Nguyễn Đình Chính, P.15, Quận Phú Nhuận, TP.HCM Diện tích: 37.5 m² Bề rộng đường/hẻm trước nhà: xe hơi vào thoải mái Thông tin thêm: Nhà gồm 1 trệt, 1 lững Giá bán: 5,55 tỷ VNĐ (có thể thương lượng)",2025-06-26T09:57:43.567Z
1951,"43/1 đường Hồ Văn Tư, Trường Thọ, Thủ Đức, Hồ Chí Minh","43/1 đường Hồ Văn Tư, Trường Thọ, Thủ Đức, Thành phố Hồ Chí Minh",5300000000,sale,alley_house,4.15,5.39,70.22,51.8,3,3,3,certificate,furnished,"Chính chủ bán nhà 43/1 đường Hồ Văn Tư, P. Trường Thọ, Quận Thủ Đức Diện tích: 51.8 m² Đường trước nhà rộng phù hợp cho xe máy Thông tin nhà: 1 trệt, 2 lầu, sân thượng, 3 phòng ngủ, 3 phòng vệ sinh Giá bán: 5,3 tỷ VNĐ (Năm tỷ ba trăm triệu đồng), thương lượng",2025-06-26T09:33:26.860Z
1952,"212/11/10 Nguyễn Thiện Thuật, 3, 3, Hồ Chí Minh","212/11/10 Nguyễn Thiện Thuật, Phường 3, Quận 3, Thành phố Hồ Chí Minh",7450000000,sale,alley_house,3.1,11,34,34,4,3,3,certificate,partially_furnished,"Người chính chủ bán nhà trong hẻm ngõ tại 212/11/10 đường Nguyễn Thiện Thuật, P.3, Quận 3, TP. Hồ Chí Minh Diện tích: 34 m² Vị trí thuận tiện gần chợ Bàn Cờ và các trường học Giá bán: 7,45 tỷ đồng (thương lượng) Không tiếp quảng cáo hoặc môi giới",2025-06-26T09:20:48.992Z
1953,"489A/23/179 Huỳnh Văn Bánh, 13, Phú Nhuận, Hồ Chí Minh","489A/23/179 Huỳnh Văn Bánh, Phường 13, Phú Nhuận, Thành phố Hồ Chí Minh",15500000000,sale,alley_house,4.05,20.4,310.9,85.4,4,11,9,certificate,partially_furnished,"Bán nhà hẻm 489A/23/179 đường Huỳnh Văn Bánh, P.13, Quận Phú Nhuận Nhà riêng, nằm trong ngõ yên tĩnh, thuận tiện di chuyển Giá bán: 15,5 tỷ Vị trí đắc địa, phù hợp để ở hoặc đầu tư Diện tích: 85.4m2",2025-06-26T09:20:48.499Z
1954,"952/51/23 đường Tỉnh Lộ 43, Bình Chiểu, Thủ Đức, Hồ Chí Minh","952/51/23 đường Tỉnh Lộ 43, Bình Chiểu, Thủ Đức, Thành phố Hồ Chí Minh",2950000000,sale,alley_house,3.68,15.5,38.4,59.2,1,2,3,certificate,partially_furnished,"Nhà chính chủ bán tại hẻm ngõ đường Tỉnh Lộ 43, KP 1, Phường Bình Chiểu, Quận Thủ Đức, TP. Hồ Chí Minh Diện tích: 59 m² Đường trước nhà: hẻm xe máy rộng thoáng Thông tin thêm: Nhà cấp 4 Giá bán: 2,95 tỷ đồng (thương lượng)",2025-06-26T09:05:04.329Z
1955,"122/6/14/17 Phú Định, 16, 8, Hồ Chí Minh","122/6/14/17 Phú Định, Phường 16, Quận 8, Thành phố Hồ Chí Minh",3850000000,sale,alley_house,4,10.5,82,42,2,2,2,certificate,partially_furnished,"Địa chỉ: 122/6/14/17 Đường Phú Định, Phường 16, Quận 8, TP.HCM Diện tích: 42 m² Kích thước: 4m x 10.5m Thông tin thêm: 2 phòng ngủ, 2 toilet Giá bán: 3,85 tỷ VNĐ (thương lượng)",2025-06-26T08:21:09.740Z
1956,"879/20/10/12 Hương Lộ 2, Khu Phố 8, Bình Trị Đông A, Bình Tân, Hồ Chí Minh","879/20/10/12 Hương Lộ 2, Khu Phố 8, Bình Trị Đông A, Bình Tân, Hồ Chí Minh",5300000000,sale,alley_house,4,18,73,73,2,4,3,certificate,partially_furnished,"Tôi chính chủ bán nhà hẻm ngõ tại 879/20/10/12 Hương Lộ 2, Khu Phố 8, Phường Bình Trị Đông A, Quận Bình Tân, TP. Hồ Chí Minh. Diện tích: 73 m² Kích thước: 4m x 18m Đường/hẻm trước nhà rộng xe hơi thoải mái Nhà gồm: 1 trệt, 1 lầu Giá bán: 5,3 tỷ VNĐ (Năm tỷ ba trăm triệu đồng), thương lượng Không tiếp quảng cáo",2025-06-26T08:18:20.495Z
1957,"1104 Tỉnh Lộ 10, Tân Tạo, Bình Tân, Hồ Chí Minh","1104 Tỉnh Lộ 10, Tân Tạo, Bình Tân, Thành phố Hồ Chí Minh",4800000000,sale,land,4,16,0,64,1,1,1,certificate,unfurnished,"Vị trí: 1104 Đường Tỉnh Lộ 10, phường Tân Tạo, quận Bình Tân, TP. Hồ Chí Minh Diện tích: 64 m² Kích thước: 4m x 16m Hướng: Tây Khu dân cư an ninh, dân trí cao Giá bán: 4,8 tỷ VNĐ (thương lượng) Không tiếp môi giới quảng cáo",2025-06-26T07:49:20.428Z
1958,"345/41A-B đường Trần Hưng Đạo, Cầu Kho, 1, Hồ Chí Minh","345/41A-B đường Trần Hưng Đạo, Cầu Kho, Quận 1, Thành phố Hồ Chí Minh",7000000000,sale,alley_house,6,4,33.1,21,2,2,2,certificate,partially_furnished,"Địa chỉ: 345/41A-B Đường Trần Hưng Đạo, Phường Cầu Kho, Quận 1, TP. Hồ Chí Minh Diện tích: 21 m² Thông tin thêm: Nhà 3 tầng, 2 phòng ngủ, 2 nhà vệ sinh + Căn 345/41A không công nhận tầng 2 và 3 + Căn 345/41B không công nhận tầng 3 Giá bán: 7 tỷ đồng (thương lượng)",2025-06-26T07:27:52.710Z
1959,"78/29/23 Khánh Hội, 4, 4, Hồ Chí Minh","78/29/23 Khánh Hội, Phường 4, Quận 4, Thành phố Hồ Chí Minh",6700000000,sale,alley_house,3.91,12.3,122.1,39.3,4,5,5,certificate,furnished,"Tôi chính chủ bán nhà hẻm tại đường Khánh Hội, Phường 04, Quận 4, TP. Hồ Chí Minh Diện tích: 39.3 m² Đường/hẻm trước nhà rộng đủ để xe máy lưu thông Nhà gồm 4 tầng, 5 phòng ngủ Giá bán: 6,7 tỷ đồng (sáu tỷ bảy trăm triệu), thương lượng",2025-06-26T07:16:17.930Z
1960,"679/5/11 Quang Trung, 11, Gò Vấp, Hồ Chí Minh","679/5/11 Quang Trung, Phường 11, Gò Vấp, Thành phố Hồ Chí Minh",8400000000,sale,alley_house,4,12.12,151.4,48.2,4,3,2,certificate,partially_furnished,"Chính chủ bán nhà tại 679/5/11 đường Quang Trung, Phường 11, Quận Gò Vấp Giá 8.4 Tỷ TL Diện tích: 48.2 m² Bề rộng đường/hẻm/ngõ trước nhà: ô tô ra vào thoải mái Thông tin thêm: Nhà gồm 1 trệt và 2 lầu sân thượng Giá bán: 8,4 tỷ đồng (thương lượng)",2025-06-26T07:13:02.375Z
1961,"45/3A Thạnh Lộc 03, Thạnh Lộc, 12, Hồ Chí Minh","45/3A Thạnh Lộc 03, Thạnh Lộc, Quận 12, Thành phố Hồ Chí Minh",3200000000,sale,alley_house,5,10.5,51.7,51.7,2,1,2,certificate,partially_furnished,"Tôi chính chủ bán nhà hẻm ngõ tại đường Thạnh Lộc 04, Phường Thạnh Lộc, Quận 12, TP. Hồ Chí Minh Diện tích: 51.7 m² Bề rộng đường/hẻm/ngõ trước nhà: xe máy có thể đi qua Hiện trạng thực tế: nhà gồm 1 trệt và 1 lửng Giá bán: 3,2 tỷ VNĐ (Ba tỷ hai trăm triệu đồng), thương lượng nhẹ",2025-06-26T06:57:08.489Z
1962,"211/28B đường Hoàng Hoa Thám, 5, Phú Nhuận, Hồ Chí Minh","211/28B đường Hoàng Hoa Thám, Phường 5, Phú Nhuận, Thành phố Hồ Chí Minh",4790000000,sale,alley_house,4.9,9.85,72.8,43.2,4,4,3,certificate,furnished,"Chính chủ bán nhà 211/28B đường Hoàng Hoa Thám, Phường 05, Quận Phú Nhuận Giá 4.79 Tỷ TL Diện tích: 43 m² Đường/hẻm/ngõ trước nhà: rộng đủ để xe máy lưu thông Thông tin thêm: Nhà gồm 4 tầng Giá bán: 4,79 tỷ đồng (có thể thương lượng) Chủ nhà chính chủ, không tiếp quảng cáo",2025-06-26T06:52:06.728Z
1963,"205/1/67 Liên khu 4-5, Bình Hưng Hoà B, Bình Tân, Hồ Chí Minh","205/1/67 Liên khu 4-5, Bình Hưng Hoà B, Bình Tân, Thành phố Hồ Chí Minh",3500000000,sale,alley_house,4,7.1,53.2,24.8,2,2,2,certificate,partially_furnished,"Địa chỉ: Đường Liên khu 4-5, P. Bình Hưng Hoà B, Quận Bình Tân, TP. Hồ Chí Minh Diện tích: 36 m² Thông tin đường: Hẻm trước nhà rộng đủ cho xe hơi Kết cấu: 1 trệt, 1 lầu Giá bán: 3,5 tỷ VNĐ (Ba tỷ năm trăm triệu đồng), có thể thương lượng Không tiếp quảng cáo",2025-06-26T03:50:29.504Z
1964,"109/57/1/7 đường số 8, Linh Xuân, Thủ Đức, Hồ Chí Minh","109/57/1/7 đường số 8, Linh Xuân, Thủ Đức, Thành phố Hồ Chí Minh",5250000000,sale,alley_house,5,13.46,114,68.1,2,2,2,certificate,partially_furnished,"Chính chủ bán nhà 109/57/1/7 đường số 8, phường Linh Xuân, quận Thủ Đức Giá 5.25 Tỷ Diện tích: 68,1 m² Thông tin thêm: Nhà gồm 1 trệt, 1 lầu Giá bán: 5,25 tỷ đồng (có thể thương lượng) Lưu ý: Không tiếp nhận quảng cáo",2025-06-26T03:48:08.089Z
1965,"247/33 Hoàng Hoa Thám, 5, Phú Nhuận, Hồ Chí Minh","247/33 Hoàng Hoa Thám, Phường 5, Phú Nhuận, Thành phố Hồ Chí Minh",7400000000,sale,alley_house,3.3,22,137.9,67.4,3,4,4,certificate,partially_furnished,"Vị trí: 247/33 Đường Hoàng Hoa Thám, Phường 5, Quận Phú Nhuận Giá bán: 7.7 tỷ đồng (TL) - Diện tích: 3.3 x 22m (Sổ: 67,4 m²) - Diện tích sử dụng: 137,9 m² - Kết cấu 3 sàn: trệt 2 lầu có sân thượng đúc ở trên. - Công năng: sân để xe, phòng khách, bếp, giếng trời. Có 4 phòng ngủ, 4 toilet riêng và 1 phòng thờ riêng tư. - Hẻm trước nhà 3m, khoảng cách xe hơi quay đầu 2 căn nhà thoải mái. - Thông tin thêm: Nhà phù hợp để ở hoặc đầu tư, thuận tiện di chuyển và gần các tiện ích trung tâm",2025-06-26T03:21:56.992Z
1966,"55BC đường Trần Quang Khải, Tân Định, 1, Hồ Chí Minh","55BC đường Trần Quang Khải, Tân Định, Quận 1, Thành phố Hồ Chí Minh",2700000000,sale,apartment,0,0,60,0,1,3,3,certificate,partially_furnished,"Chủ nhà chính chủ bán căn hộ tại 65BC đường Trần Quang Khải, Phường Tân Định, Quận 1, TP. Hồ Chí Minh Diện tích: 60 m² Vị trí: Tầng 2 của tòa nhà Giá bán: 2,7 tỷ VNĐ, có thể thương lượng - Nhà đang cho thuê sẵn 3 phòng, thu nhập 12trđ/tháng - 3 phòng ngủ 3 phòng vệ sinh, có lớp cầu thang lên sân thượng (2 hộ dùng chung) , được sử dụng tầng lửng Không tiếp nhận quảng cáo hoặc môi giới",2025-06-26T03:02:10.438Z
1967,"235/54 Vườn Lài, Phú Thọ Hòa, Tân Phú, Hồ Chí Minh","235/54 Vườn Lài, Phú Thọ Hòa, Tân Phú, Thành phố Hồ Chí Minh",5500000000,sale,alley_house,4,12,0,46,1,2,2,certificate,partially_furnished,"Địa chỉ: 235/54 Đường Vườn Lài, Phường Phú Thọ Hòa, Quận Tân Phú, TP. Hồ Chí Minh Diện tích: 46 m² Kích thước: 4m x 12m , hiện trạng thực tế 1 trệt 1 lầu Thông tin thêm: Nhà mới, gồm 2 phòng ngủ và 2 nhà vệ sinh Giá bán: 5,5 tỷ VNĐ (có thể thương lượng)",2025-06-26T02:29:15.857Z
1968,"8 Liên Khu 1-6, Bình Trị Đông, Bình Tân, Hồ Chí Minh","8 Liên Khu 1-6, Bình Trị Đông, Bình Tân, Thành phố Hồ Chí Minh",8600000000,sale,townhouse,4,17,190.9,68,5,3,4,certificate,partially_furnished,"Địa chỉ: Đường Liên Khu 1-6, Phường Bình Trị Đông, Quận Bình Tân, TP. Hồ Chí Minh Diện tích: 68 m² Kích thước: 4m x 17m Bề rộng đường/hẻm/ngõ trước nhà: xe hơi ra vào thuận tiện Thông tin thêm: Nhà gồm 3,5 tầng Giá bán: 8,6 tỷ VNĐ (Tám tỷ sáu trăm triệu đồng), thương lượng Lưu ý: Không tiếp quảng cáo",2025-06-26T02:21:32.951Z
1969,"15/63 Nguyễn Thị Búp, Hiệp Thành, 12, Hồ Chí Minh","15/63 Nguyễn Thị Búp, Hiệp Thành, Quận 12, Thành phố Hồ Chí Minh",3800000000,sale,alley_house,4.5,16,66.2,66.2,1,1,2,certificate,partially_furnished,"Địa chỉ: 15/63 Đường Nguyễn Thị Búp, Phường Hiệp Thành, Quận 12, TP. Hồ Chí Minh Diện tích: 66 m² Kích thước: 4.5m x 16m Hẻm trước nhà rộng phù hợp cho xe máy Thông tin thêm: Nhà cấp 4 Giá bán: 3,8 tỷ VNĐ (Ba tỷ tám trăm triệu đồng), có thể thương lượng",2025-06-25T02:20:07.843Z
1970,"101/22A PHẠM ĐÌNH HỔ, 6, 6, Hồ Chí Minh","101/22A PHẠM ĐÌNH HỔ, Phường 6, Quận 6, Thành phố Hồ Chí Minh",6300000000,sale,alley_house,3.5,13.6,0,46.92,2,2,3,certificate,partially_furnished,"Chính chủ bán nhà hẻm ngõ tại 101/22A đường Phạm Đình Hổ, Phường 06, Quận 6, TP. Hồ Chí Minh Diện tích: 46.92 m² Đường/hẻm trước nhà rộng phù hợp cho xe máy Cấu trúc nhà gồm 2 tầng, 3 phòng ngủ và 2 vệ sinh - Chưa Hoàn Công Giá bán: 6,3 tỷ TL",2025-06-24T09:32:00.180Z
1971,"117/2 Bàn Cờ, 3, 3, Hồ Chí Minh","117/2 Bàn Cờ, Phường 3, Quận 3, Thành phố Hồ Chí Minh",12000000000,sale,alley_house,3.8,17,139.9,66.9,4,2,2,certificate,partially_furnished,"Tôi chính chủ bán nhà tại 117/2 đường Bàn Cờ, Phường 03, Quận 3, TP. Hồ Chí Minh Diện tích: 66.9 m² Đường/hẻm trước nhà rộng xe hơi ra vào thoải mái Cấu trúc nhà gồm: 1 trệt, 1 lửng, 1 lầu, sân thượng, 2 phòng ngủ, 2 nhà vệ sinh Giá bán: 12 tỷ VNĐ (thương lượng)",2025-06-24T08:47:21.724Z
1972,"Chung cư 52 Lê Quang Sung, 2, 6, Hồ Chí Minh","Chung cư 52 Lê Quang Sung, Phường 2, Quận 6, Thành phố Hồ Chí Minh",3000000000,sale,apartment,0,0,0,0,1,2,2,certificate,partially_furnished,"Chính chủ bán căn hộ chung cư 52 Lê Quang Sung, Phường 02, Quận 6 Giá 3 Tỷ TL Diện tích: 89,96 m² Mặt tiền đường rộng thoáng, thuận tiện giao thông Giá bán: 3 tỷ VNĐ (có thể thương lượng)",2025-06-24T08:43:24.422Z
1973,"205/18A42/5 Tân Hòa Đông, 14, 6, Hồ Chí Minh","205/18A42/5 Tân Hòa Đông, Phường 14, Quận 6, Thành phố Hồ Chí Minh",1950000000,sale,alley_house,4.2,4.6,0,17.7,2,1,1,certificate,partially_furnished,"Chính chủ bán nhà 205/18A42/5 Tân Hòa Đông, Phường 14, Quận 6. Giá 1.95 Tỷ TL Diện tích: 17.7 m² Đường trước nhà: Hẻm xe máy rộng thoáng Cấu trúc: Trệt, 1 lầu Giá bán: 1,95 tỷ VNĐ (thương lượng)",2025-06-24T08:34:54.733Z
1974,"21/12/24 Lý Chính Thắng, Võ Thị Sáu, 3, Hồ Chí Minh","21/12/24 Lý Chính Thắng, Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh",6690000000,sale,alley_house,3.2,14.2,44,48.1,1,1,1,certificate,unfurnished,"chính chủ bán nhà 21/12/24 Lý Chính Thắng, Phường 06, Quận 3 Giá 6.69 Tỷ TL Diện tích: 48.1 m² Cấu trúc: Nhà cấp 4 Giá bán: 6,690,000,000 VNĐ (Sáu tỷ sáu trăm chín mươi triệu đồng), thương lượng",2025-06-24T08:22:58.714Z
